#,ChatRm,Date,ID,Time,Comment,,,
5790,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,12:46,"(en) TEW@MFT link up @ 12SWG 54518 88722 and 12SWG 55923 86670 w/ 2 at each spot for EXPLT Ops, G Co in the North and Wpns Co in the South.",,,
5823,2 MEB,16-Mar-2014,7 7a lno mc,12:55,(en) PEGASUS 55: RHINO-601 x3 ARTY 393616 62973,,,
5841,2 MEB,16-Mar-2014,10mc_cdr,13:00,"(en) PEGASUS 55 ... MOVE MISSION 16-RHINO-601 OUT OF TARGET AREA. RESUME MISSION WHEN JTF MISSION IS COMPLETE, TF RHINO APPROVES.",,,
5874,2 MEB,16-Mar-2014,2meb_fso,13:09,"(en) TF Hammer: Engaged the following Tgts- 736 Jeep Column from W to E (5 Jeeps) 53237 78687 (W Point) 53566 78659 (E Point) 737 Laser Target Designator 47127 72921 738, Due to ROEs, didn't engage: Laser Target Designator 47089 72635 739 Laser Target Designator 52407 78022 740 Laser Target Designator 53472 78035 741 Laser Target Designator 53604 78507 742 Laser Target Designator 53779 78578 743 Laser Target Designator 50732 78261",,,
5878,2 MEB,16-Mar-2014,9_525_107_b_ccIr,13:12,"(en) im down to 3 IC's alive, and my entitys no longer responding to my commands",,,
5894,2 MEB,16-Mar-2014,2meb_fso,13:16,"(en) Pine 43/44 BDA- 2 X FA-18 struck 2 Tanks, 2 BM-21, and personnel and equipment . Target location 125WG4000263705 TOT 2105 with one reattack—Did Coordinate with Marine LN at CAOC.",,,
5898,2 MEB,16-Mar-2014,7_7a _Ino mc,13:20,(en) UH-1 KILLED @ GRID 58347 85496. NO iD ON WHAT KILLED 11-,,,
5900,2 MEB,16-Mar-2014,2meb_s3,13:22,"(en) TFW, UH1 is in your AO, conduct TRAP to recover downed helo & personnel.",,,
5904,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,13:25,(en) TFW@Rhino-3 ... Sending LAV TRAP to downed helo. Sticky is up.,,,
5905,2 MEB,16-Mar-2014,2rneb_s3,13:25,(en) rgr,,,
5919,2 MEB,16-Mar-2014,2meb_fso,13:35,(en) FIRESIM IS DOWN,,,
5934,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,13:40,"(en) TFW --- CASREP: E Co(69KIA/111Active), F Co(86KIA/94Active), G Co(95KIA/85Active), TANKS(8 of 14Active), LAR(18 of 28Active)",,,
5935,2 MEB,16-Mar-2014,9_525_107_b_cdr,13:40,"(en) i only have 3/12 IC's alive, do you still want me to conduct SSE at those grids you gave me?",,,
5939,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,13:42,"(en) Yes, just split them up best you can and give a hip pocket class to the Marines when you link-up.",,,
5942,2 MEB,16-Mar-2014,9_525_107bcdr,13:43,"(en) also they are over 7k away, will take a while to get there",,,
5948,2 MEB,16-Mar-2014,9_525_107_b_cdr,13:44,(en) 7000m,,,
5949,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,13:44,"(en) If we wish it, it will happen.",,,
5950,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,13:45,"(en) No, worries then. We will try agian when we re-cock tomm morning.",,,
5951,2 MEB,16-Mar-2014,9_ _ 107 _ b _ cdr,13:45,(en) rgr,,,
5954,2 MEB,16-Mar-2014,2meb_s3,13:46,"(en) We need exploitation SMEs at each site, even if its just one person instruction the maneuver forces, otherwise well get lousy SSE.",,,
5955,2 MEB,16-Mar-2014,2meb_fso,13:46,(en) firesim is up,,,
5960,2 MEB,16-Mar-2014,_ _ 9525107bcdr _ _,13:48,(en) i gave command to head that way but will take longer time than you guys will be here to get there,,,
5961,2 MEB,16-Mar-2014,9_525_107_b_cdr,13:48,(en) and humint takes a while too,,,
5983,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,13:55,"(en) IIICASREPI I ITFW --- CASREP: E Co(69K1A/111Active), F Co(86KIA/94Active), G Co(95KIA/85Active), TANKS(8 of 14Active), LAR(18 of 28Active)",,,
5987,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,13:56,"(en) TF Hammer: infantry 495(220WIA, 155KIA)/820; AAVs 31(8KIA, 23WIA)/44; LAV-25 3(WIA)/15; TANKS 2(WIA)/14",,,
5999,2 MEB,16-Mar-2014,2meb_mech2_bn_cdr,13:58,(en) TFT: SITREP 147 KIA 206 WIA 1 M1082 TRAILER DESTROYED.,,,
6009,2 MEB,16-Mar-2014,9_525_107_b_cdr,14:02,"(en) A CO 107 MI MEB: 9KIA/12, 3 M1113 HMMWV HEALTHY, 2 M1102 TRAILERS HEALTHY",,,
6011,2 MEB,16-Mar-2014,9_525_107_b_cdr,14:03,"(en) 3/3 HMMWV, 2/2 TRAILER",,,
6065,2 MEB,17-Mar-2014,anIst_g7_g9,7:29,(en) 17 Mar 11,,,
6071,2 MEB,17-Mar-2014,2meb_s2,7:32,(en) comms check,,,
6073,2 MEB,17-Mar-2014,2meb_mech2_bn_cdr,7:33,(en) TFT: COMM CHECK,,,
6074,2 MEB,17-Mar-2014,10mc_ccir,7:33,(en) TFT ... LIMA CHARLIE... DEAF RHINO 14,,,
6087,2 MEB,17-Mar-2014,7_4i_log_rep,7:34,(en) Marine LNO to 18th ABN to any station comm check,,,
6095,2 MEB,17-Mar-2014,2meb fso,7:35,{en) Rgr,,,
6096,2 MEB,17-Mar-2014,7_4i_log_rep,7:35,(en) roger out,,,
6103,2 MEB,17-Mar-2014,7_4i_34_s2,7:38,(en) good morning,,,
6104,2 MEB,17-Mar-2014,7_4i_log_rep,7:38,"(en) hello. Its been a real thrill sitting here for two and a half weeks, watching your icons move",,,
6107,2 MEB,17-Mar-2014,10mccdr,7:39,{en) THAT SOUNDS DIRTY.,,,
6108,2 MEB,17-Mar-2014,7_4i_log_rep,7:39,(en) so to speak,,,
6109,2 MEB,17-Mar-2014,7_4i_log_rep,7:39,"{en) move those icons, oh yeah, move them good",,,
6110,2 MEB,17-Mar-2014,2meb_s3,7:39,{en) comm check,,,
6111,2 MEB,17-Mar-2014,7_4i_logrep,7:39,{en) rgr,,,
6114,2 MEB,17-Mar-2014,2meb_helo_sqdn_cdr,7:40,"{en) TF Hammer: INFANTRY 575 (191KIA, 384WIA)/969; 60MM 6(KIA)/9; TOW 7(KIA)/8; AAV 31{8KIA, 24WIA)/44; LAV-25 3{WIA)/15; TANKS 2(WIA)/14",,,
6116,2 MEB,17-Mar-2014,2meb _mech_bn_cdr,7:42,{en) rgr,,,
6117,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,7:42,"{en) TFW --- CASREP: E Co{69KIA/111Active), F Co(86KIA/94Active), G Co(95KIA/85Active), TANKS(8 of 14Active), LAR(18 of 28Active)",,,
6136,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,7:49,"(en) TFW@ 9_525_107_b_cdr ... This be warlord-6, check your private chat.",,,
6147,2 MEB,17-Mar-2014,9_525_107_b_cdr,7:51,(en) rgr,,,
6152,2 MEB,17-Mar-2014,10mc_cdr,7:53,(en) RHINO 14 COPIES ACFT CEDAR 05 & ELM 05 0/5 PER ATO. COPY STATUS OF CEDAR 07 & ELM 07 RIB AT 2320Z.,,,
6160,2 MEB,17-Mar-2014,10mc_cdr,7:56,(en) MAVERICK 55..TF RHINO USING LOCAL TIME. ASSUME 2200Z = 0900 EST. DO YOU CONCUR?,,,
6184,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,8:02,"(en) Be advised—HUMINT is at both sites for HVI pick-up and explotation, have link-up up with pit cmdrs. Raids will start at +15 mins of mission re-start.",,,
6195,2 MEB,17-Mar-2014,lcc _7 socce _cdr,8:04,"(en) SPOTREP: JSOTF #2/ODA 9126,TACP09, 12SWG 49645 44596/SU-30 fighter AC at airfield 12SWG 49798 45283/ SU-30 fighter AC at airfield",,,
6197,2 MEB,17-Mar-2014,Icc_7_socce_cdr,8:05,"(en) SPOTREP: JSOTF #3//0DA 9134,TACP12, numerous targets/UAS platoon along north/south road: From 12SWG 73000 43300 to 12SWG 73000 42600",,,
6212,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,8:07,(en) TFW--launching ravens over raid sites.,,,
6252,2 MEB,17-Mar-2014,2meb_s2,8:14,"(en) enemy rifle plt vic 12swg 68771 70995, militia sqd 17swg 68983 69893 spotted by Global Observer",,,
6283,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,8:18,(en) TFW-Raids have started on both tgt houses.,,,
6295,2 MEB,17-Mar-2014,2meb_s2,8:19,"(en) TFW (from DIV J2)Collection Focus — Indicators and Warnings — Sensitive Site Exploitation Potential IED (improvised explosive devices) components — partially completed IEDs built into vehicles, bicycles, motorbikes, dynamite, TNT, C-4, ammonium-nitrate fuel oil, copper plates (for explosively formed projectiles), garage door openers, cell phones, car FOBs, stopwatches, mine command detonation systems, light beam triggers, seismic switches, thermal sensors, electric wire, Potential HME (homemade explosives) components - boiler plates, large capacity pots, propane tanks, drying racks, ammonium-nitrate, acid, etc.",,,
6303,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,8:20,(en) TFW @ Da Duece--Rgr.,,,
6304,2 MEB,17-Mar-2014,10mc_cdr,8:20,(en) MAVERICK 55. TF RHINO EXPECTS FOLLOWING CAS LINE-UP: CEDAR 07 & ELM 07 0920 TO 1020. SHAKER 11 AND MOVER 59 1000 TO 1100. PLEASE CONFIRM. OVER.,,,
6325,2 MEB,17-Mar-2014,2meb_mech2_bn_cdr,8:23,(en) TFT: SITREP 300 WIA / 154 KIA / 7 60MM MORTARS AND 4 81'S DESTROYED.,,,
6420,2 MEB,17-Mar-2014,2meb_s2,8:35,(en) TFT BM 21 spotted by GO 12swg 61708 81330,,,
6432,2 MEB,17-Mar-2014,7 _ 7a _ lno _mc,8:37,"(en) AH-1 SHOT DOWN 47881 72253, NO ID",,,
6433,2 MEB,17-Mar-2014,2meb_mech bncdr,8:37,"(en) TFW-- Raids complete, HUM INT is collecting ATT.",,,
6443,2 MEB,17-Mar-2014,7_7a_lnomc,8:39,(en) UAV SPOTTED MORTAR AT 58851 82881/ 17-RHINO-603,,,
6448,2 MEB,17-Mar-2014,2meb_fso,8:40,"(en) AH-1 SHOT DOWN AT 47881 72253, NO ID",,,
6463,2 MEB,17-Mar-2014,2meb_fso,8:43,(en) Shot TFT: BM 21 spotted by GO 12swg 61708 81330,,,
6477,2 MEB,17-Mar-2014,2meb_fso,8:45,(en) Shot TFT: RHINO 14 REQUEST TARGET militia sqd 12swg 68983 69893,,,
6478,2 MEB,17-Mar-2014,2meb_s2,8:45,(en) UAV spotted SA-18 vic 12swg 61285 81837 CAS or fires,,,
6483,2 MEB,17-Mar-2014,2meb_fso,8:46,(en) Shot: SA-18 vic 12swg 61285 81837,,,
6516,2 MEB,17-Mar-2014,2meb_s2,8:50,(en) SA-18 vic 12swg 61285 81837 confirmed destroyed by UAV,,,
6517,2 MEB,17-Mar-2014,2meb fso,8:50,(en) Chalk that one up to NSFS,,,
6589,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,8:57,"(en) TFW@MEB_S2-- report from HUMINT ... Village at grid 12 SWG 5451888738: Captured Khaku Cantu, but killed his bodyguards and dog. Found:TNT, C-4, ammonium-nitrate fuel oil, copper plates, stopwatches, mine command detonation systems, light beam triggers",,,
6598,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,8:58,"(en) TFW@MEB_S2-- report from HUMINT ...village North of grid 12 5WG 5592286693: Killed Abu Kaseem, but captured his nephew and two others. Found: boiler plates, large capacity pots, propane tanks, drying racks, ammonium-nitrate, acid, mine command detonation systems, light beam triggers, seismic switches, thermal sensors, electric wire, garage door openers, cell phones, partially completed IEDs built into vehicles, bicycles, motorbikes.",,,
6632,2 MEB,17-Mar-2014,2meb_s2,9:02,(en) 2x DHY307 vic 12swg 61285 81837,,,
6635,2 MEB,17-Mar-2014,2meb_s2,9:03,(en) 5 152's NOW. REFINED GRID 39373 62965,,,
6643,2 MEB,17-Mar-2014,2meb_fso,9:07,(en) Shot 2x DHY307 vic 12swg 61285 81837,,,
6644,2 MEB,17-Mar-2014,2meb_fso,9:08,(en) Shot 5 152's NOW. REFINED GRID 39373 62965,,,
6646,2 MEB,17-Mar-2014,2meb_s2,9:09,(en) is there any BOA on the BM 21 12swg 61708 81330?,,,
6647,2 MEB,17-Mar-2014,2meb_fso,9:09,(en) I haven,,,
6648,2 MEB,17-Mar-2014,2meb_fso,9:09,(en) Not that I know of,,,
6650,2 MEB,17-Mar-2014,2meb_fso,9:10,"(en) On FireSim, it appears to be a decoy",,,
6669,2 MEB,17-Mar-2014,2meb_s2,9:16,(en) 60mm mortar 12swg 62227 81072,,,
6777,2 MEB,17-Mar-2014,10mc_cdr,9:42,(en) ASSIGNED CEDAR 11 EXPEND 50% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 17-TORNADO-400 LINE 2: TGT GRID: 12SWG 39373 62965 LINE 3: TGT DESCRIPTION: FIVE (5) ONE-FIVE-TWO ARTILLERY TUBES WITH VEHICLES ON COASTAL AREA SOUTHWEST OF TF TORNADO POSITION. LINE 4: JTAC C/S: C/S TORNADO 14. LINE 5: TOS: 1050. TIME NOW IS 1041 HOURS EST.,,,
7107,2 MEB,17-Mar-2014,2meb_s2,11:35,(en) 60mm mortar 12swg 62227 81072,,,
7184,2 MEB,17-Mar-2014,2meb_s3,12:16,(en) 12SWG 54577 85859,,,
7266,2 MEB,17-Mar-2014,2meb_fso,12:57,(en) CSMO?,,,
7294,2 MEB,17-Mar-2014,2meb_mech_bn_s3,13:08,(en) (B)AImost beer thirtvIIIII,,,
7297,2 MEB,17-Mar-2014,7_7a_lno_mc,13:09,(en) already started here,,,
7298,2 MEB,17-Mar-2014,Icc_7 jagic_sad,13:09,(en) Wish someone would call Knock-it-off...,,,
7347,2 MEB,17-Mar-2014,2meb_s2,13:30,(en) 30 and counting!!,,,
7348,2 MEB,17-Mar-2014,Icc_7jagic_sad,13:30,(en) Too bad I've already run out of pencils for my eyeballs,,,
7353,2 MEB,17-Mar-2014,_ _ 77aInomc _,13:31,(en) all RW assets are dead,,,
7354,2 MEB,17-Mar-2014,9_525_107_b_cdr,13:31,(en) 90 over here,,,
7381,2 MEB,17-Mar-2014,2meb_s2,13:41,(en) l am suffering from too much blood in my alchohoi system on St. Patty's Day!!! 20 minutes!,,,
7382,2 MEB,17-Mar-2014,2meb_mech_bn_cdr,13:41,(en) All uncalled for comments ... for shame!,,,
7393,2 MEB,17-Mar-2014,2meb_mech2_bn_cdr,13:44,(en) TFT: FIRE THE FPF!1` M OUT OF HERE,,,
